Module Code,Title
LAL2201,Tamil 2
LAM1201,Malay 1
LAM2201,Malay 2
LAM3201,Malay 3
LAM3202,Malay 4
LAR1201,Arabic 1
LAR2201,Arabic 2
LAR3201,Arabic 3
LAR3202,Arabic 4
LAR4201,Arabic 5
LAT1201,Thai 1
LAT2201,Thai 2
LAT3201,Thai 3
LAT3202,Thai 4
LAT4201,Thai 5
LAT4202,Thai 6
LAV1201,Vietnamese 1
LAV2201,Vietnamese 2
LAV3201,Vietnamese 3
LAV3202,Vietnamese 4
LAV4201,Vietnamese 5
LAV4202,Vietnamese 6
LL4037,Sociology of Law
LL4048,Principles Of Biotechnology Law
LL4053,Principles Of Intellectual Property Law B
LL4057,Theoretical Foundations Of Criminal Law
LL4072B,Topics in IP Law B: IP Valuation:Law & Prc
LL4098,Law & Sociology of the Family
LL4174,Beyond Law and Economics: Regulatory Theory
LL4174,Regulation and Regulatory Theory
LL4201,The Rise of the Law in the Modern World
LSM1201,General Physiology
LSM1202,Human Anatomy
LSM1301,General Biology
LSM1302,Genes and Society
LSM1303,Animal Behaviour
LSM1304,"Microbes, Environment and Man"
LSM1401,Fundamentals of Biochemistry
LSM2201,Experimental Biochemistry
LSM2201A,Experimental Biochemistry
LSM2202,Experimental Molecular and Cell Biology
LSM2202A,Experimental Molecular and Cell Biology
LSM2203,Experimental Microbiology
LSM2241,Introductory Bioinformatics
LSM2251,Ecology and Environment
LSM3211,Fundamental Pharmacology
LSM3212,Human Physiology: Cardiopulmonary System
LSM3213,Molecular and Cellular Neurobiology
LSM3214,Human Physiology - Hormones and Health
LSM3221,Human Pharmacology
LSM3223,Immunology
LSM3224,Molecular Basis of Human Diseases
LSM3225,Infectious Diseases
LSM3225,Molecular Microbiology in Human Diseases
LSM3231,Protein Structure and Function
LSM3232,Microbiology
LSM3233,Developmental Biology
LSM3241,Bioinformatics & Biocomputing
LSM3242,Applied Microbiology
LSM3243,Molecular Biophysics
LSM3244,Molecular Biotechnology
LSM3251,Ecology and Environmental Processes
LSM3252,Evolution and Comparative Genomics
LSM3253,Plant Physiology
LSM3254,Ecology of Aquatic Environments
LSM3255,Ecology of Terrestrial Environments
LSM3256,Tropical Horticulture
LSM3261,Life Form and Function
LSM3262,Comparative Animal Physiology
LSM3262,Environmental Animal Physiology
LSM3265,Entomology
LSM3271,Forest Ecology
LSM3272,Global Change Biology
LSM4211,Toxicology
LSM4212,Pharmacogenetics and Drug Responses
LSM4213,System Neurobiology
LSM4214,Cancer Pharmacology
LSM4221,Drug Discovery and Clinical Trials
LSM4222,Advanced Immunology
LSM4223,Medical Microbiology
LSM4223,Advances in Antimicrobial Strategies
LSM4224,Free Radicals and Antioxidant Biology
LSM4225,Genetic Medicine in the Post-Geomic Era
LSM4225,Genetic Medicine in the Post-Genomic Era
LSM4226,Infection and Immunity
LSM4227,Stem Cell Biology
LSM4231,Structural Biology
LSM4232,Advanced Cell Biology
LSM4233,Chemical Biology
LSM4234,Mechanobiology
LSM4241,Functional Genomics
LSM4242,Protein Engineering
LSM4243,Tumour Biology
LSM4244,Oncogenes and Signal Transduction
LSM4245,Epigenetics and Chromatin Biology
LSM4251,Plant Growth and Development
LSM4252,Animal Development and Reproduction
LSM4252,Animal Reproduction
LSM4253,Behavioral Biology
LSM4254,Principles of Taxonomy and Systematics
LSM4261,Marine Biology
LSM4262,Tropical Conservation Biology
LSM4264,Freshwater Biology
LSM4265,Urban Ecology
LSM4266,Topics in Aquatic Biodiversity
MA1100,Fundamental Concepts of Mathematics
MA1101R,Linear Algebra I
MA1102R,Calculus
MA1104,Multivariable Calculus
MA1301,Introductory Mathematics
MA1311,Matrix Algebra
MA1312,Calculus with Applications
MA1421,Basic Applied Mathematics for Sciences
MA1505,Mathematics I
MA1506,Mathematics II
MA1521,Calculus for Computing
MA2101,Linear Algebra II
MA2108,Mathematical Analysis I
MA2202,Algebra I
MA2213,Numerical Analysis 1
MA2213,Numerical Analysis I
MA2214,Combinatorial Analysis
MA2216,Probability
MA2219,Introduction to Geometry
MA2222,Basic Financial Mathematics
MA2311,Techniques in Advanced Calculus
MA2312,Introduction to Differential Equations
MA3110,Mathematical Analysis II
MA3111,Complex Analysis I
MA3201,Algebra II
MA3205,Set Theory
MA3209,Mathematical Analysis III
MA3215,3-Dimensional Differential Geometry
MA3218,Coding Theory
MA3220,Ordinary Differential Equations
MA3227,Numerical Analysis II
MA3229,Intro. to Geometric Modelling
MA3233,Algorithmic Graph Theory
MA3236,Non-Linear Programming
MA3238,Stochastic Processes I
MA3245,Financial Mathematics I
MA3252,Linear and Network Optimisation
MA3259,Mathematical Methods in Genomics
MA3264,Mathematical Modelling
MA3265,Introduction to Number Theory
MA3266,Introduction to Fourier Analysis
MA3501,Mathematical Methods in Engineering
MA4203,Galois Theory
MA4207,Mathematical Logic
MA4211,Functional Analysis
MA4221,Partial Differential Equation
MA4221,Partial Differential Equations
MA4229,Approximation Theory
MA4230,Matrix Computation
MA4235,Graph Theory
MA4247,Complex Analysis II
MA4251,Stochastic Processes II
MA4251,Stochastic Processes 2
MA4252,Advanced Ordinary Differential Equations
MA4254,Discrete Optimization
MA4255,Numerical Partial Differential Eqns
MA4257,Financial Mathematics II
MA4260,Model Building in Operations Rsrch
MA4262,Measure and Integration
MA4263,Introduction to Analytic Number Theory
MA4264,Game Theory
MA4266,Topology
MA4267,Discrete Time Finance
MA4268,Mathematics for Visual Data Processing
MA4291,Undergraduate Topics in Mathematics I
MA5203,Graduate Algebra I
MA5204,Graduate Algebra II
MA5205,Graduate Analysis I
MA5206,Graduate Analysis II
MA5208,Algebraic Geometry
MA5209,Algebraic Topology
MA5210,Differentiable Manifolds
MA5213,Adv Partial Differential Eqns
MA5219,Logic and Foundation of Mathematics I
MA5220,Logic and Foundation of Mathematics II
MA5232,Modeling and Numerical Simulations
MA5238,Fourier Analysis
MA5243,Advanced Mathematical Programming
MA5244,Adv Topics in Operations Resrch
MA5247,COMPUTATIONAL METHODS IN FINANCE
MA5248,Stochastic Analysis in Mathematical Finance
MA5250,Computational Fluid Dynamics
MA5251,SPECTRAL METHODS AND APPLICATIONS
MA5259,PROBABILITY THEORY I
MA5260,Probability Theory II
ME2101,Fundamentals Of Mechanical Design
ME2101E,Fundamentals of Mechanical Design
ME2103,Engineering Visualization & Modeling
ME2113,Mechanics Of Materials I
ME2114,Mechanics Of Materials II
ME2114E,Mechanics of Materials II
ME2121,Engineering Thermodynamics
ME2121E,Engineering Thermodynamics
ME2134,Fluid Mechanics I
ME2134E,Fluid Mechanics I
ME2135,Fluid Mechanics II
ME2135E,Fluid Mechanics II
ME2142,Feedback Control Systems
ME2142E,Feedback Control Systems
ME2143,Sensors & Actuators
ME2143E,Sensors and Actuators
ME2151,Principles of Mechanical Eng. Materials
ME2151E,Principles of Mechanical Eng. Materials
ME3101,Mechanical Systems Design I
ME3102,Mechanical Systems Design II
ME3112,Mechanics Of Machines
ME3112E,Mechanics of Machines
ME3122,Heat Transfer
ME3122E,Heat Transfer
ME3162,Manufacturing Processes
ME3162E,Manufacturing Processes
ME3211,Mechanics Of Solids
ME3211E,Mechanics of Solids
ME3221,Energy Conversion Processes
ME3231,Compressible And Unsteady Flow
ME3232,Compressible Flow
ME3233,Unsteady Flow in Fluid Systems
ME3241,Microprocessor Applications
ME3241E,Microprocessor Applications
ME3242,Industrial Automation
ME3242E,Industrial Automation
ME3251,Materials For Engineers
ME3251E,Materials For Engineers
ME3261,Computer-Aided Design And Manufacturing
ME3261E,Principles of CAD/CAM
ME3261E,Computer-Aided Design and Manufacturing
ME3263,Design For Manufacturing And Assembly
ME3263E,Design for Manufacture and Assembly
ME3281,Microsystems Design And Applications
ME3291,Numerical Methods In Engineering
ME4101,Bachelor Of Engineering Dissertation
ME4101A,Bachelor Of Engineering Dissertation
ME4106,Special Topics (Automotive Actuators and Sensors)
ME4106A,Special Topics (Internal Combustion Engine)
ME4106B,Special Topics (Vehicle Engineering)
ME4106C,Special Topics (Vehicle Dynamics)
ME4211,Applied Mechanics
ME4212,Aircraft Structures
ME4213,Vibration Theory And Applications
ME4213E,Vibration Theory & Applications
ME4214,Vehicle Dynamics
ME4223,Thermal Environmental Engineering
ME4223E,Air Conditioning
ME4223E,Thermal Environmental Engineering
ME4225,Industrial Heat Transfer
ME4225E,Industrial Heat Transfer
ME4226,Energy & Thermal Systems Analysis
ME4227,Internal Combustion Engines
ME4231,Aerodynamics And Propulsion
ME4233,Computational Methods In Fluid Mechanics
ME4234,Experimental Methods In Fluid Mechanics
ME4234E,Experimental Methods in Fluid Mechanics
ME4241,"Aircraft Performance, Stability and Control"
ME4245,"Robot Kinematics,Dynamics And Control"
ME4245E,"Robot Kinematics, Dynamics and Control"
ME4246,Linear Systems
ME4251,Thermal Engineering Of Materials
ME4251E,Heat Treatment of Steel
ME4251E,Thermal Engineering Of Materials
ME4253,Biomaterials Engineering
ME4254,Materials In Engineering Design
ME4254E,Materials in Engineering Design
ME4255,Materials Failure
ME4261,Tool Engineering
ME4261E,Tool Engineering
ME4262,Automation In Manufacturing
ME4262E,Automation in Manufacturing
ME4264,Automobile Design & Engineering
ME4265,Automotive Body & Chassis Engineering
ME4283,Micro-Fabrication Processes
ME4283E,Micro-Fabrication Processes
ME4284,Micro Sensors & Micro Actuators
ME4291,Finite Element Analysis
ME4293,Microelectronics Packaging
MKT1003,Principles Of Marketing
MKT1003,Marketing
MKT1003X,Marketing
MKT2401,Asian Markets And Marketing Management
MKT2411,Retail Entrepreneurship
MKT2412,Global Marketing
MKT2413,Marketing Research
MKT3402,Consumer Behaviour
MKT3412,Services Marketing
MKT3413,Sme Marketing Strategy
MKT3416,Business-to-Business Marketing
MKT3417,Customer Asset Management
MKT3418,Product And Brand Management
MKT3420,Promotional Management
MKT3423,Consumer Culture Theory
MKT3513,Game Theory And Strategic Analysis
MKT4411,Marketing Strategy
MKT4412,Marketing Theory And Research
MKT4413,Pricing Models And Strategy
MKT4415B,SIM: Advanced Marketing Mgmt: Cases and Simulations
MKT4415C,Seminars in Marketing: Applied Market Research
MKT4416,Mktg Strategy Simulation & Case Analysis
MLE1101,Introductory Materials Science And Engineering
MLE2101,Introduction to Structure of Materials
MLE2102,Thermodynamics and Phase Diagrams
MLE2103,Phase Transformation and Kinetics
MLE2104,Mechanical Properties of Materials
MLE2105,Electronic Properties of Materials
MLE2106,Metallic Materials
MLE2106,Metallic Materials and Processing
MLE2107,Ceramic Materials
MLE2107,Ceramic Materials and Processing
MLE3101,Materials Characterization
MLE3102,Degradation and Failure of Materials
MLE3103,Materials Design and Selection
MLE3104,Polymeric and Composite Materials
MLE3105,Dielectric and Magnetic Materials
MLE4101,B.Eng. Dissertation
MLE4102,Design Project
MLE4201,Advanced Materials Characterisation
MLE4202,Selected Advanced Topics on Polymers
MLE4203,Polymeric Biomedical Materials
MLE4205,Theory and Modelling of Materials Properties
MLE4206,Current topics on Nanomaterials
MLE4207,GROWTH ASPECTS OF SEMICONDUCTORS
MLE4208,Photovoltaics Materials
MLE4209,Magnetism and Magnetic Materials
MNO1001,Management And Organisation
MNO1001X,Management And Organisation
MNO2007,Leadership and Ethics
MNO2009,Entrepreneurship
MNO2302,Human Resource Management
MNO2311,Leadership In Organisations
MNO2312,Interpersonal Relations & Effectiveness
MNO3301,Organisational Behaviour
MNO3303,Organisational Effectiveness
MNO3313A,Topics In M & O:Managing Change Processes
MNO3313C,Topics In M & O:Training And Development
MNO3313D,Topics In M&O: Entrepreneurship
MNO3313F,Topics In M & O:Managing High Performance Teams
MNO3313G,Topics In M & O: Management of Employee Relations
MNO3313H,Topics In M&O: Negotiations and Bargaining
MNO3313J,Employee and organizational misbehaviors
MNO3313K,Topics in Mgt: Managing China Venture
MNO3320,Managing Change
MNO3322,Negotiations and Bargaining
MNO3323,Management of Employee Relations
MNO3330,Social Entrepreneurship
MNO3331,Business with a Social Conscience
MNO4312,Research Methods In Management And Organisations
MNO4313B,Seminars In M & O: Culture And Management In Asia
MNO4313C,Seminars in M&O: Compensation & Performance Management
MNO4313D,SIMO: Corp Entrepreneurship & Business Model Evaluation
MNO4313F,Seminars in M & O: Consulting to Mgt
MNO4314A,Seminar in M&O: Consulting to Management
MNO4314B,Seminar in M&O: Consulting to Management
MNO4315,Global Management of Asian Multinationals
MS1102E,"Malays - Tradition, Conflict and Change"
MS2205,Islam & Contemporary Malay Society
MS2205,Islam and Contemporary Malay Society
MS2210,Malay Culture & Society
MS2211,Criticism in Modern Malay Literature
MS2212,Law and Malay Society
MS2213,Malay Families and Households
MS2215,The Malays in History
MS3209,The Malays of Singapore
MS3210,Modern Indonesian Literature
MS3211,Political Culture of the Malays
MS3212,Classical Malay Literature
MS3213,Ideology & Ideas on Malay Development
MS3215,Malays and Modernization
MS3216,Gender in Malay Societies
MS3218,The Religious Life of the Malays
MS3550,Malay Studies Internship
MS4101,Theory and Practice in Malay Studies
MS4201,Social Change 1900 - 1950
MS4202,Malay Society in 19th Century
MS4204,The Malay Middle Class
MS4401,Honours Thesis
MS4660,Independent Study Module
MS4880A,Topics in Muslim Revivalism
MS4880B,Topics in Malay Culture & Globalisation
MS4880C,Topics in Malay Narrative Art Forms
MT3001,Systems Thinking and Engineering
MT4002,Technology Management Strategy
MT4003,Engineering Product Development
MUA1113,Desktop Music Production 1
MUA1114,Desktop Music Production 2
MUA1163,Introduction to Professional Development
MUA2106,Introduction To Computer Music 2
MUA2111,Keyboard Literature I
MUA2112,Keyboard Literature II
MUA2207,Introduction to World Music
MUA3105,Conducting
MUA3111,Keyboard Literature III
MUA3112,Keyboard Literature IV
MUA3113,Keyboard Skills For Piano Majors Iii
MUA3114,Keyboard Skills For Piano Majors Iv
MUA3205,Materials of Jazz Music 1
MUA3206,Materials of Jazz Music 2
MUA3209,Business for Musicians
MUA3210,Chamber Singers 1
MUA3211,Chamber Singers 2
MUA3212,Improvisational Styles and Techniques
MUA3214,Introduction to Pedagogy
MUA3219,Balinese Gamelan Ensemble
MUA3220,Balinese Gamelan Ensemble
MUA3274,Sonic Environments
MUA3276,Experimental Music Realizations
MUA4113,Piano Pedagogy A
MUA4114,Piano Pedagogy B
MUA4203,Advanced Conducting I
MUH2115,Music and Context: Before 1830
MUH3202,Musicology
MUH3203,History of Opera
MUH3204,Medieval and Renaissance Music
MUH3205,Chamber Music Since 1740
MUH3205,Chamber Music Since 1700
MUH4202,Musical Intertextuality:Mozart to Tippett
MUL2101,Critical Thinking for Musicians
MUL2102,Patrons of the Arts
MUL3201,Art and Identity
MUL3202,Science and Tech as Artistic Innovators
MUL3202,Technology and Artistic Innovators
MUL3203,The Art of Rituals and Recreation
MUT2209,Introduction to Orchestration
MUT3113,Orchestration A
MUT3201,Compositional Approaches since WWII
MUT3202,Sonata Form
MUT3204,Intermediate Keyboard Studies
MUT3205,Advanced Keyboard Studies Advanced Keyboard Studies
MUT3206,Introduction to Schenkerian Analysis
MUT3207,Critical Score Reading
MUT3209,Creating Music for Concerts and Workshops
MUT3210,Late Beethoven Style
MUT3211,Tonal Counterpoint
MUT4201,Late Beethoven Style
MUT4202,Applied Tuning Systems
NM1101E,"Communications, New Media and Society"
NM2101,Theories of Communications and New Media
NM2102,Communications and New Media Research
NM2201,Intercultural Communication
NM2202,Governance and Information Technology
NM2208,Principles of Visual Communication
NM2209,Social Psychology of New Media
NM2210,Aesthetics of New Media
NM2210,Interactive Media Design: Theory
NM2216,Introduction to Interactive Media Design
NM2216,Interactive Media Design: Users
NM2217,Creating Interactive Media
NM2217,Interactive Media Design: Creating
NM2219,Principles of Communication Management
NM2220,Introduction to Media Writing
NM3202,Governance and New Media
NM3204,E-Learning
NM3208,Designing Content for New Media
NM3210,Cybercrime and Society
NM3211,News Reporting and Editing
NM3215,Advertising Strategies
NM3216,Game Design
NM3217,Publications Graphics and Design
NM3219,Writing for Communication Management
NM3220,Research for Communication Management
NM3221,Situated Interaction Design
NM3222,Interactive Storytelling
NM3223,Digital Photography and Imaging
NM3223,Digital and Interactive Imaging
NM3223,Digital and Interactive Collage
NM3224,Culture Industries
NM3225,Critical Approaches to Interactive Media
NM3226,Interactive Entertainment Design Methods
NM3228,Interactive Sequential Art
NM3231,Physical Interaction Design
NM3880A,Copyright and New Media
NM4102,Advanced Communications & New Media Research
NM4200,Introduction to Public Speaking
NM4201,Ethics in Communication Management
NM4202,Transnational Information Producers
NM4203,Infocomm Technology Policy
NM4204,Ethics in Communications and New Media
NM4204,Ethical Issues in Emergent Technologies
NM4206,Media and Communications Regulation
NM4207,Managing Communication Campaigns
NM4208,Advanced Publications Design
NM4209,Advanced Game Design
NM4209,Game Design Project
NM4210,User Experience Design
NM4211,Online Journalism
NM4212,Media and Representation
NM4213,Knowledge Economies
NM4213,Digital Economies
NM4215,Corporate Social Responsibility: Research and Practice
NM4217,Advanced Communication Campaigns
NM4218,Knowledge Mgmt: Approaches & Critique
NM4220,Health Communications
NM4223,New Media and Organizations
NM4224,Sound and Interaction
NM4225,Critical Interaction Design
NM4343,Game Development Project
NM4880C,Communications for Social Change
NM4880D,Health Communications
NM4881A,Topics in Media Studies: Social Media
NM4882A,Topics in Media Design: Playable Worlds
NM4883A,Public Speaking
NM5201,State & Civil Society in the Info Age
NM5201R,State and Civil Society in the Information Age
NM5203,Infocom Technology Policy
NM5204,Computer-Mediated Environments
NM5205R,Cognition and Media
NM5206,Emerging Media Interaction
NM5208,Managing Communication Campaigns
NM5210,Critical Interactive Media Design Issues
NM5211,Serious Games & Educational Technology
NM5212R,Theories of Public Relations
NM5213,New Media and Organizations
NM5216R,"Culture, Communication & Health"
NUR1116,Psychology for Health Professionals
NUR1117,Anatomy and Physiology I
OT5101,Exploration and Exploration of Petroleum
OT5101,Exploration and Production of Petroleum
OT5202,Analysis & Design of Offshore Structures
OT5205,Offshore Pipelines
OT5206,Offshore Foundations
PC1141,Physics I
PC1142,Physics II
PC1143,Physics III
PC1144,Physics IV
PC1221,Fundamentals of Physics 1
PC1221,Fundamentals of Physics I
PC1222,Fundamentals of Physics II
PC1322,Understanding the Universe
PC1323,Great Ideas in Contemporary Physics
PC1325,Einstein's Universe & Quantum Weirdness
PC1326,Physics in the Life Sciences
PC1327,Science of Music
PC1328,Life as a Complex System
PC1421,Physics for Life Sciences
PC1431,Physics IE
PC1432,Physics IIE
PC2130,Quantum Mechanics 1
PC2130,Quantum Mechanics I
PC2130B,Applied Quantum Physics
PC2131,Electricity & Magnetism 1
PC2131,Electricity & Magnetism I
PC2132,Classical Mechanics
PC2193,Experimental Physics 1
PC2193,Experimental Physics I
PC2230,Thermodynamics and Statistical Mechanics
PC2267,Biophysics I
PC3130,Quantum Mechanics II
PC3193,Experimental Physics II
PC3231,Electricity & Magnetism II
PC3232,Nuclear & Particle Physics
PC3233,Atomic & Molecular Physics 1
PC3233,Atomic & Molecular Physics I
PC3235,Solid State Physics 1
PC3235,Solid State Physics I
PC3236,Computational Methods in Physics
PC3238,Fluid Dynamics
PC3241,Solid State Devices
PC3242,Physics of Semiconductor Processing
PC3243,Photonics
PC3246,Nuclear Astrophysics
PC3247,Modern Optics
PC3251,Nanophysics
PC3267,Biophysics II
PC3274,Mathematical Methods in Physics II
PC3280,Senior Student Seminar
PC4130,Quantum Mechanics 3
PC4130,Quantum Mechanics III
PC4232,Cosmology
PC4240,Solid State Physics 2
PC4240,Solid State Physics II
PC4241,Statistical Mechanics
PC4242,Electrodynamics
PC4243,Atomic & Molecular Physics II
PC4245,Particle Physics
PC4246,Quantum Optics
PC4248,Relativity
PC4253,Thin Film Technology
PC4259,Surface Physics
PC4262,Remote Sensing
PC4267,Biophysics III
PC4268,Biophysical Instrumentation & Biomolecular Electronics
PC4274,Mathematical Methods in Physics 3
PC4274,Mathematical Methods in Physics III
PF1101,Fundamentals of Project Management
PF1102,Visualisation in Design and Technology
PF1103,IT for Projects
PF1104,Environmental Science for Building
PF1105,Fundamentals of Facilities Management
PF2101,Project Management Law I
PF2102,Structural Systems
PF2103,Measurement (Building Works)
PF2104,M&E Engineering Systems
PF2105,Research Methods
PF2106,Project & Facilities Communication Management
PF2107,Construction Technology
PF2108,Project Cost Management
PF2201,Scope and Design Management
PF2202,Cost Estimating
PF2202,Project Cost Management
PF2203,Quality and Productivity Management
PF2301,Development Technology and Management
PF2302,Construction Technology
PF2303,Materials Technology
PF2401,Environmental Management
PF3101,Project Scheduling and Control
PF3102,Facilities Planning and Design
PF3201,Measurement (Specialist Works)
PF3202,Project Development and Finance
PF3203,Project Management Law II
PF3204,Project Risk Management
PF3205,Advanced Measurement
PF3301,Maintainability of Facilities
PF3302,Energy Management
PF3303,Intelligent Facilities
PF4201,Contract and Procurement Management
PF4202,"Safety, Health and Environmental Mgt"
PF4203,Project Dispute Management
PF4204,Case Studies in Project Management
PF4205,Integrated Project
PF4301,Strategic Facilities Management
PF4302,Protective Buildings
PF4303,Case Studies in Facilities Management
PF4304,Total Building Performance
PH1101E,Reason and Persuasion
PH1102E,Introduction to Philosophy
PH2110,Logic
PH2201,Introduction to Philosophy Of Science
PH2202,Major Political Philosophers
PH2203,Major Moral Philosophers
PH2204,Introduction to Indian Thought
PH2205,Classical Confucianism and Daoism
PH2206,Founders of Modern Philosophy
PH2207,Hume and Kant
PH2208,Applied Ethics
PH2209,Art & Philosophy
PH2211,Philosophy of Religion
PH2212,Introduction to Continental Philosophy
PH2213,Metaphysics
PH2214,Philosophical Logic
PH2216,Environmental Philosophy
PH2217,Computerisation and Ethics
PH2218,Business Ethics
PH2219,Critical Theory and Hermeneutics
PH2220,Social Philosophy and Policy
PH2221,Medical Ethics
PH2222,Greek Philosophy (Socrates and Plato)
PH2223,Introduction to the Philosophy of Technology
PH2224,Philosophy and Film
PH2225,Science Fiction and Philosophy
PH2241,Philosophy of Mind
PH2243,Epistemology
PH2301,Early Chinese Philosophy I
PH2301,Classical Chinese Philosophy I
PH2302,Chinese Philosophical Traditions I
PH2880A,Philosophy and Film
PH3201,Philosophy of Social Science
PH3202,Philosophy of Law
PH3203,Moral Philosophy
PH3204,Issues in Indian Philosophy
PH3205,Chinese Philosophy: Continuity and Change
PH3206,Recent Philosophy
PH3207,Continental European Philosophy
PH3208,Buddhist Philosophy
PH3210,Philosophy of Language
PH3211,Theory of Knowledge
PH3212,Philosophy of Mind
PH3213,"Knowledge, Modernity and Global Change"
PH3214,Philosophy and Literature
PH3216,Comparative Environmental Ethics
PH3218,Introduction to Comparative Philosophy
PH3222,Greek Philosophy (Aristotle)
PH3230,Normative Ethical Theory
PH3244,Appearance and Reality
PH3245,Language and Thought
PH3301,Early Chinese Philosophy II
PH3302,Chinese Philosophical Traditions 2
PH4201,Philosophy of Science
PH4202,Political Philosophy
PH4203,Issues in Moral Philosophy
PH4205,Topics in East Asian Philosophy
PH4206,A Major Philosopher
PH4207,Phenomenology
PH4208,Topics in Buddhism
PH4209,Greek Thinkers
PH4210,Topics in Western Philosophy
PH4211,Epistemology & Metaphysics
PH4212,Philosophy of Mind and Action
PH4213,Comparative Philosophy
PH4214,Recent Continental European Philosophy
PH4215,Freedom and Moral Responsibility
PH4216,Topics in Environmental Philosophy
PH4217,History of Philosophy
PH4261,Kant
PH4262,Nietzsche
PH5420R,Advanced Political Philosophy
PH5650R,Topics in Continental Philosophy
PL1101E,Introduction to Psychology
PL2131,Research and Statistical Methods I
PL2132,Research and Statistical Methods II
PL3232,Biological Psychology
PL3233,Cognitive Psychology
PL3234,Developmental Psychology
PL3235,Social Psychology
PL3236,Abnormal Psychology
PL3237,Language & Cognitive Processes
PL3238,Social Cognition
PL3239,Industrial and Organisational Psychology
PL3240,Group Dynamics
PL3241,Personality & Individual Differences
PL3242,Health Psychology
PL3243,Sensation and Perception
PL3244,Adolescent Psychology
PL3248,Learning and Conditioning
PL3249,Memory
PL3250,Human Performance
PL3251,Atypical Development and Language
PL3252,Social-Cognitive Perspectives on Emotion
PL3253,Psychobiological Perspectives on Emotion
PL3254,Introduction to Trauma Psychology
PL3255,Introduction to Paediatric Psychology
PL3256,Infant Development
PL3281,Lab in Cognitive Psychology
PL3281A,Lab in Perception and Attention
PL3281B,Lab in Memory and Cognition
PL3281C,Lab in Reading Processes
PL3281D,Lab in Music Perception and Cognition
PL3282,Lab in Social Psychology
PL3282A,Lab in Interpersonal Relationships
PL3282B,Lab in Person and Group Cognition
PL3282C,Lab in Attitudes
PL3283,Lab in Developmental Psychology
PL3283B,Lab in Development of Communication
PL3284,Lab in Applied Psychology
PL3285,Lab in Biological Psychology
PL3286,Lab in Health Psychology
PL3287,Lab in Clinical/Abnormal Psychology
PL3288,Lab in Electroencephalography (EEG)
PL4201,Psychometrics and Psychological Testing
PL4202,History and Systems of Psychology
PL4203,Cognition
PL4205,Developmental Processes
PL4206,Cognitive Neuroscience
PL4207,Social Psychology: Theories and Methods
PL4208,Introduction to Counselling Psychology
PL4213,Cognitive Neuropsychology
PL4214,Evolutionary Psychology
PL4216,Personnel Selection
PL4217,Cognitive Neuroscience of Communication
PL4218,Psychological Assessment
PL4219,Advanced Abnormal Psychology
PL4220,Human Psychophysiology
PL4221,Early Language Development
PL4222,Neuroscience of Memory
PL4223,Introduction to Clinical Neuropsychology
PL4224,Child Abnormal Psychology
PL4225,Psychology of Gender
PL4226,Forensic/Correctional Psychology
PL4226,Correctional Psychology
PL4227,Behavioral Genetics for Social Scientists
PL4228,Criminal Forensic Psychology
PL4880F,Addictive Behaviours
PL4880G,Positive Psychology
PL4880H,Sport Psychology
PL5221,Analysis of Psychological Data Using GLM
PL5223,Psychometrics and Psychological Testing
PR1301,Complementary Medicine & Health
PR1301,Complementary Medicine and Health
PR2202,Cosmetics & Perfumes
PR3104,Pharmaceutical Biotechnology
PR3203,Computer Aided Drug Design and Development
PR4105,Natural Products
PR4201,Pharmaceutical Marketing
PR4203,Pharmacy Practice IV
PR4205,Bioorganic Principles of Medicinal Chemistry
PR4206,Industrial Pharmacy
PR4207,Applied Pharmacokinetics and Toxicokinetics
PS1101E,Introduction to Politics
PS2203,Ancient Western Political Thought
PS2204,Modern Western Political Thought
PS2232,Islamic and Hindu Political Thought
PS2233,Political Ideologies
PS2234,Introduction to Comparative Politics
PS2236,European Politics
PS2237,Introduction to International Relations
PS2238,International Politics of Northeast Asia
PS2239,Foreign Policy and Diplomacy
PS2240,Introduction to Public Administration
PS2241,Public Administration in Asia
PS2242,Public Policy-Making
PS2244,Public Administration in Singapore
PS2245,Southeast Asian Politics
PS2247,South Asian Politics
PS2248,Chinese Politics
PS2249,Government and Politics of Singapore
PS2250,International Politics of Southeast Asia
PS2253,Chinese Political Thought
PS2254,American Government and Politics
PS2255,Politics of the Middle East
PS2256,Politics on Screen
PS3232,Democratic Theory
PS3233,Political and International Ethics
PS3236,Ethnicity and Religion in Asian Politics
PS3238,International Political Economy
PS3240,International Security
PS3242,US Foreign Policy
PS3243,Public Sector Organisational Behaviour
PS3249,Singapore's Foreign Policy
PS3251,International and Regional Organisations
PS3252,Human Rights in International Politics
PS3257,Political Inquiry
PS3259,American Political Thought
PS3260,Politics and the Visual
PS3261,Comparative Political Economy
PS3262,Managing Non-Profit Organisations
PS3263,Comparative Study of Development
PS3264,Regimes in Transition
PS3880A,Modern Chinese Political Thought
PS3880B,Special Topics in PS: Critical IR Theory
PS3880C,The Enlightenment
PS4201,Contemporary Political Theory
PS4202,Political Parties and Elections
PS4203,China's Foreign Policy
PS4205,Contemporary Politics of Southeast Asia
PS4206,Regional Security in the Asia Pacific
PS4207,Int'L Law & Institutions
PS4208,Theories of International Relations
PS4209,Public Organisation Theory and Practice
PS4210,Public Policy Analysis
PS4212,International Politics of Communication
PS4213,International Political Theory
PS4215,Politics of Non-Violence
PS4216,The Study of War
PS4217A,Major Political Thinkers: Plato & Rousseau
PS4217B,Major Political Thinkers: Machiavelli
